"ticketId";"subject";"stav";"fronta";"admin";"link";"CID";"SID";"datumCas";"je_comment";"je_correspond";"je_set";"je_create";"je_status";"odpracovanoHodin"
811287;[csirt-cz] [TLP:CLEAR] [Max CVSS 8.2] GitLab CE/EE opravuje 7 zranitelnostÌ;resolved;csirt;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811287;;;2026-06-01 06:08:34.000;0;0;1;0;0;0.0000
811314;d4157/check_veeam_backup is CRITICAL;resolved;support;schon;https://rt.i.masterinter.net/Ticket/Display.html?id=811314;"4759";"54849";2026-06-01 06:10:51.000;1;0;0;0;0;0.5000
811297;[csirt-cz] [TLP:CLEAR] [Max CVSS 8.8] Mozilla Firefox, Firefox ESR a Thunderbird opravuj˙ 36 zraniteænostÌ;resolved;csirt;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811297;;;2026-06-01 06:11:27.000;1;0;0;0;0;0.0000
811335;[csirt-cz] [TLP:CLEAR] [Max CVSS 9.6] Google Chrome opravuje 151 zranitelnostÌ;resolved;csirt;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811335;;;2026-06-01 06:12:44.000;1;0;0;0;0;0.0000
811347;(admin.masterdc.com CID#4849) ZmÏna parametr˘ sluûby #119024 - Virtu·lnÌ dedikovan˝ server (VDS) - 774@d1240;resolved;support;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811347;"4849";;2026-06-01 06:23:50.000;0;1;0;0;0;0.0000
811347;(admin.masterdc.com CID#4849) ZmÏna parametr˘ sluûby #119024 - Virtu·lnÌ dedikovan˝ server (VDS) - 774@d1240;resolved;support;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811347;"4849";;2026-06-01 06:24:06.000;0;0;1;0;0;0.0833
811417;d9725 - zvyseny load;resolved;support;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811417;"6593";"90636";2026-06-01 06:25:17.000;0;0;1;0;0;0.0000
811371;ZruöenÌ sluûby, ukonËena k datu 30.05.2026 z·kaznÌk #2679 - Chysk˝ Jan (Webglobe, s.r.o.);resolved;cancel;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811371;"2679";;2026-06-01 06:26:07.000;0;0;1;0;0;0.0000
811306;PROBLEM Service Alert:  d61/nrpe_load is CRITICAL ;resolved;support;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811306;"2355";;2026-06-01 06:30:09.000;1;0;0;0;0;0.0833
811304;Obj. ID: 10538 Z·kaznÌk: #8986 - KratochvÌl Jan (Triola a.s.);resolved;objednavky;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811304;"8986";;2026-06-01 06:31:14.000;0;0;1;0;0;0.0000
811444;ZruöenÌ sluûby, ukonËena k datu 31.05.2026 z·kaznÌk #3136 - KolomaznÌk Libor (ELITA semen·¯sk·, a.s.);resolved;cancel;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811444;"3136";;2026-06-01 06:36:59.000;0;0;1;0;0;0.0000
811443;ZruöenÌ sluûby, ukonËena k datu 31.05.2026 z·kaznÌk #4001 - KalÌö Petr (Dataprojekt s.r.o.);resolved;cancel;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811443;"4001";;2026-06-01 06:37:18.000;0;0;1;0;0;0.0000
811442;ZruöenÌ sluûby, ukonËena k datu 31.05.2026 z·kaznÌk #4480 - Michovsk˝ Petr  (Michovsk˝ - TOOLS s.r.o.);resolved;cancel;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811442;"4480";;2026-06-01 06:37:41.000;0;0;1;0;0;0.0000
811441;ZruöenÌ sluûby, ukonËena k datu 31.05.2026 z·kaznÌk #2786 - Ungr·d Martin (Martin Ungr·d, SHD Technologies);resolved;cancel;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811441;"2786";;2026-06-01 06:37:57.000;0;0;1;0;0;0.0000
811440;ZruöenÌ sluûby, ukonËena k datu 31.05.2026 z·kaznÌk #6661 - Janda Frantiöek  (Frantiöek Janda);open;cancel;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811440;"6661";;2026-06-01 06:38:12.000;0;0;1;0;0;0.0000
811439;ZruöenÌ sluûby, ukonËena k datu 31.05.2026 z·kaznÌk #5829 - Kalus Adam;resolved;cancel;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811439;"5829";;2026-06-01 06:38:28.000;0;0;1;0;0;0.0000
811438;ZruöenÌ sluûby, ukonËena k datu 31.05.2026 z·kaznÌk #3143 - PÈder Daniel (Infoset, s.r.o.);resolved;cancel;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811438;"3143";;2026-06-01 06:39:59.000;0;0;1;0;0;0.0000
811437;ZruöenÌ sluûby, ukonËena k datu 31.05.2026 z·kaznÌk #8742 - Strejc David  (Apertia Tech s.r.o.);resolved;cancel;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811437;"8742";;2026-06-01 06:40:19.000;0;0;1;0;0;0.0000
811436;ZruöenÌ sluûby, ukonËena k datu 31.05.2026 z·kaznÌk #4012 - Volkman Josef (Systemio Software s.r.o.);resolved;cancel;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811436;"4012";;2026-06-01 06:40:40.000;0;0;1;0;0;0.0000
811435;ZruöenÌ sluûby, ukonËena k datu 31.05.2026 z·kaznÌk #2926 - Fiala Martin (eStudio.cz);open;cancel;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811435;"2926";;2026-06-01 06:40:59.000;0;0;1;0;0;0.0000
811434;ZruöenÌ sluûby, ukonËena k datu 31.05.2026 z·kaznÌk #4725 - Spilka David (DAVID SPILKA);resolved;cancel;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811434;"4725";;2026-06-01 06:41:23.000;0;0;1;0;0;0.0000
811433;ZruöenÌ sluûby, ukonËena k datu 31.05.2026 z·kaznÌk #3158 - »Ìûek Ji¯Ì (Atthero s.r.o.);resolved;cancel;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811433;"3158";;2026-06-01 06:42:26.000;0;0;1;0;0;0.0000
811432;ZruöenÌ sluûby, ukonËena k datu 31.05.2026 z·kaznÌk #3990 - é·k Jind¯ich (Project-Nemesis o. s.);resolved;cancel;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811432;"3990";;2026-06-01 06:42:46.000;0;0;1;0;0;0.0000
811431;ZruöenÌ sluûby, ukonËena k datu 31.05.2026 z·kaznÌk #4089 - Filip David (Cirque Digital s.r.o.);resolved;cancel;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811431;"4089";;2026-06-01 06:43:13.000;0;0;1;0;0;0.0000
811430;ZruöenÌ sluûby, ukonËena k datu 31.05.2026 z·kaznÌk #4380 - SadÌlek Martin (Viaconn Technology, a.s.);resolved;cancel;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811430;"4380";;2026-06-01 06:43:47.000;0;0;1;0;0;0.0000
811417;d9725 - zvyseny load;resolved;support;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811417;"6593";"90636";2026-06-01 06:46:07.000;0;1;0;0;0;1.0000
811427;ZruöenÌ sluûby, ukonËena k datu 31.05.2026 z·kaznÌk #4164 - KrejËÌ Martin;resolved;cancel;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811427;"4164";;2026-06-01 06:46:56.000;0;0;1;0;0;0.0000
811426;ZruöenÌ sluûby, ukonËena k datu 31.05.2026 z·kaznÌk #3078 - Uch·Ë Radim (HnutÌ Pro ûivot »R, o.s.);resolved;cancel;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811426;"3078";;2026-06-01 06:47:12.000;0;0;1;0;0;0.0000
811394;UCEPROTECT Monitoring Report;resolved;support;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811394;;;2026-06-01 06:50:15.000;1;0;0;0;0;0.0833
811394;UCEPROTECT Monitoring Report;resolved;support;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=811394;;;2026-06-01 06:50:46.000;1;0;0;0;0;0.0000
811449;ZruöenÌ sluûby, ukonËena k datu 31.05.2026 z·kaznÌk #8884 - HrËek VojtÏch (Mercury Synergy s.r.o.);open;cancel;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811449;"8884";;2026-06-01 06:53:04.000;0;0;1;0;0;0.0000
811448;ZruöenÌ sluûby, ukonËena k datu 31.05.2026 z·kaznÌk #3027 - äembera Jan;new;cancel;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811448;"3027";;2026-06-01 06:53:18.000;0;0;1;0;0;0.0000
811446;ZruöenÌ sluûby, ukonËena k datu 31.05.2026 z·kaznÌk #4158 - Hemza Karel (Keyup IT Services, s.r.o.);new;cancel;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811446;"4158";;2026-06-01 06:53:37.000;0;0;1;0;0;0.0000
811422;ZruöenÌ sluûby, ukonËena k datu 31.05.2026 z·kaznÌk #3565 -  (Pilotmedia s.r.o.);resolved;cancel;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811422;"3565";;2026-06-01 06:55:09.000;0;0;1;0;0;0.0000
811421;ZruöenÌ sluûby, ukonËena k datu 31.05.2026 z·kaznÌk #6833 - Messner Petr (Leadhub s.r.o.);resolved;cancel;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811421;"6833";;2026-06-01 06:55:30.000;0;0;1;0;0;0.0000
810603;Blokov·nÌ FTP;resolved;support;antonin.homola;https://rt.i.masterinter.net/Ticket/Display.html?id=810603;"6457";;2026-06-01 07:00:21.000;0;1;0;0;0;0.0333
811244;V˝pis z emailovÈho logu;resolved;support;landa;https://rt.i.masterinter.net/Ticket/Display.html?id=811244;"4039";"22767";2026-06-01 07:05:09.000;0;1;0;0;0;0.0000
811023;(admin.masterdc.com CID#4119) P¯Ìstup na sftp pro uûivatele joje;resolved;support;michal.nosek;https://rt.i.masterinter.net/Ticket/Display.html?id=811023;"4119";"69518";2026-06-01 07:11:29.000;0;0;1;0;0;0.5000
811451;(admin.masterdc.com CID#5760) d9752 + d9753 - SSL CA bundle;resolved;support;belousov;https://rt.i.masterinter.net/Ticket/Display.html?id=811451;"5760";;2026-06-01 07:13:47.000;0;0;1;0;0;0.0000
811457;"3IT Ëerven";open;support;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811457;;;2026-06-01 07:17:04.000;1;0;0;0;0;0.5000
811451;(admin.masterdc.com CID#5760) d9752 + d9753 - SSL CA bundle;resolved;support;belousov;https://rt.i.masterinter.net/Ticket/Display.html?id=811451;"5760";;2026-06-01 07:17:44.000;0;1;0;0;0;0.0000
811424;ZruöenÌ sluûby, ukonËena k datu 31.05.2026 z·kaznÌk #8968 - Fiala Jind¯ich;open;cancel;landa;https://rt.i.masterinter.net/Ticket/Display.html?id=811424;"8968";;2026-06-01 07:19:27.000;0;0;1;0;0;0.0000
811428;ZruöenÌ sluûby, ukonËena k datu 31.05.2026 z·kaznÌk #4289 - Schwarzer Svatoslav  (ENVIPARTNER, s.r.o.);open;cancel;landa;https://rt.i.masterinter.net/Ticket/Display.html?id=811428;"4289";;2026-06-01 07:19:43.000;0;0;1;0;0;0.0000
811360;Alarm alarm.DatastoreDiskUsageAlarm on Datastore : Nakivo-vSAN5-36096 is Critical;resolved;support;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811360;;;2026-06-01 07:20:02.000;0;0;1;0;0;0.0000
811429;ZruöenÌ sluûby, ukonËena k datu 31.05.2026 z·kaznÌk #8986 - KratochvÌl Jan (Triola a.s.);new;cancel;landa;https://rt.i.masterinter.net/Ticket/Display.html?id=811429;"8986";;2026-06-01 07:21:31.000;0;0;1;0;0;0.0000
811420;ZruöenÌ sluûby, ukonËena k datu 31.05.2026 z·kaznÌk #2832 - Valeö Radek (WAK System, spol. s r.o.);resolved;cancel;landa;https://rt.i.masterinter.net/Ticket/Display.html?id=811420;"2832";;2026-06-01 07:22:30.000;0;0;1;0;0;0.0000
811451;(admin.masterdc.com CID#5760) d9752 + d9753 - SSL CA bundle;resolved;support;belousov;https://rt.i.masterinter.net/Ticket/Display.html?id=811451;"5760";;2026-06-01 07:23:39.000;1;0;0;0;0;0.3333
811400;cloud-1757/nrpe_load is CRITICAL;open;support;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811400;"6473";;2026-06-01 07:23:42.000;0;0;1;0;0;0.0000
811242;(admin.masterdc.com CID#7247) Rate-limiting scraper trafficu z datacenter IP (www1-4);open;support;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811242;"7247";"72162";2026-06-01 07:25:18.000;0;0;1;0;0;0.0000
811253;(admin.masterdc.com CID#7247) HAProxy LB ó opakovanÈ noËnÌ kr·tkÈ v˝padky www backend˘ (~00:49);open;support;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811253;"7247";"72162";2026-06-01 07:25:25.000;0;0;1;0;0;0.0000
811310;d125/check_isp_le_renewal is CRITICAL;resolved;support;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811310;"3652";;2026-06-01 07:27:09.000;0;0;1;0;0;0.0000
811287;[csirt-cz] [TLP:CLEAR] [Max CVSS 8.2] GitLab CE/EE opravuje 7 zranitelnostÌ;resolved;csirt;belousov;https://rt.i.masterinter.net/Ticket/Display.html?id=811287;;;2026-06-01 07:28:54.000;1;0;0;0;0;0.0000
811309;databreakers/ssl_validation_dtb.cm +webui.notebook.dtb.cm is CRITICAL;resolved;support;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811309;"8446";;2026-06-01 07:30:34.000;0;0;1;0;0;0.0000
811311;cloud-3187/check_everest_backups is CRITICAL;resolved;support;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811311;"9262";"99292";2026-06-01 07:31:34.000;0;0;1;0;0;0.0000
811265;Obj. ID: 10534 Z·kaznÌk: #9425 - äinov· Petra (Komora veterin·rnÌch lÈka¯˘ »eskÈ republiky);resolved;objednavky;belousov;https://rt.i.masterinter.net/Ticket/Display.html?id=811265;"9425";;2026-06-01 07:36:56.000;1;0;0;0;0;0.0000
803009;ZruöenÌ sluûby, ukonËena k datu 31.03.2026 z·kaznÌk #6307 - Hub·lek Tom·ö (Online Factory s.r.o.);resolved;cancel;landa;https://rt.i.masterinter.net/Ticket/Display.html?id=803009;"6307";;2026-06-01 07:37:11.000;1;0;0;0;0;0.0000
809897;PROBLEM Service Alert: cloud-3114/nrpe_disk is CRITICAL;resolved;health-uncompromised;belousov;https://rt.i.masterinter.net/Ticket/Display.html?id=809897;"9168";;2026-06-01 07:38:10.000;1;0;0;0;0;0.0000
811299;[csirt-cz] [TLP:CLEAR] [Max CVSS 9.4] Veeam opravuje 3 zranitelnosti;open;csirt;tarcak;https://rt.i.masterinter.net/Ticket/Display.html?id=811299;;;2026-06-01 07:38:10.000;1;0;0;0;0;0.0000
811299;[csirt-cz] [TLP:CLEAR] [Max CVSS 9.4] Veeam opravuje 3 zranitelnosti;open;csirt;tarcak;https://rt.i.masterinter.net/Ticket/Display.html?id=811299;;;2026-06-01 07:38:20.000;0;0;1;0;0;0.2500
811299;[csirt-cz] [TLP:CLEAR] [Max CVSS 9.4] Veeam opravuje 3 zranitelnosti;open;csirt;tarcak;https://rt.i.masterinter.net/Ticket/Display.html?id=811299;;;2026-06-01 07:38:28.000;0;0;1;0;0;0.0000
811309;databreakers/ssl_validation_dtb.cm +webui.notebook.dtb.cm is CRITICAL;resolved;support;machovec;https://rt.i.masterinter.net/Ticket/Display.html?id=811309;"8446";;2026-06-01 07:42:43.000;0;1;0;0;0;0.5000
810092;Obj. ID: 10515 Z·kaznÌk: #2870 - VyöohlÌd Martin;resolved;objednavky;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=810092;"2870";;2026-06-01 07:43:00.000;0;1;0;0;0;0.0833
811304;Obj. ID: 10538 Z·kaznÌk: #8986 - KratochvÌl Jan (Triola a.s.);resolved;objednavky;michal.nosek;https://rt.i.masterinter.net/Ticket/Display.html?id=811304;"8986";;2026-06-01 07:45:23.000;1;0;0;0;0;0.2500
810931;Upgrade Percona DB na stacku 3 - staging;open;support;chudy;https://rt.i.masterinter.net/Ticket/Display.html?id=810931;"6790";"90270";2026-06-01 07:47:37.000;0;1;0;0;0;0.0000
811462;[csirt-cz] [TLP:CLEAR] [Max CVSS 7.8] Palo Alto PAN-OS opravuje aktivnÏ zneuûÌvanou zranitelnost;resolved;csirt;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811462;;;2026-06-01 07:48:11.000;1;0;0;0;0;0.0000
811353;d9804-102/nrpe_load is CRITICAL;resolved;support;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811353;"9489";;2026-06-01 07:50:47.000;1;0;0;0;0;0.0833
811312;"203-6540-db3/nrpe_disk is CRITICAL";resolved;support;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811312;"7646";;2026-06-01 07:51:51.000;0;0;1;0;0;0.0000
810702;nextcloud.kara-uas.cz/nrpe_nextcloud is CRITICAL;new;support;tarcak;https://rt.i.masterinter.net/Ticket/Display.html?id=810702;"9267";;2026-06-01 07:52:42.000;1;0;0;0;0;0.5000
806222;Priv·tnÌ IP adresy /  Chemis engine, a.s;resolved;support;zidek;https://rt.i.masterinter.net/Ticket/Display.html?id=806222;"4558";;2026-06-01 07:57:19.000;0;1;0;0;0;0.0333
811323;d4169/check_isp_le_renewal is CRITICAL;resolved;support;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811323;"4236";;2026-06-01 07:58:05.000;0;0;1;0;0;0.0000
811342;PROBLEM Service Alert: d238-web11.masterinter.net/http is CRITICAL;resolved;support;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811342;"6771";;2026-06-01 07:58:48.000;0;0;1;0;0;0.0000
811344;PROBLEM Service Alert: cis3-lb.masterinter.net/ping_ipv6_VIP is CRITICAL;resolved;support;blazek;https://rt.i.masterinter.net/Ticket/Display.html?id=811344;"7452";;2026-06-01 08:04:55.000;0;0;1;0;0;0.0000
811296;(admin.masterdc.com CID#5066) Defguard pro copywriters;resolved;support;hrncir;https://rt.i.masterinter.net/Ticket/Display.html?id=811296;"5066";;2026-06-01 08:05:06.000;0;0;1;0;0;0.0000
811429;ZruöenÌ sluûby, ukonËena k datu 31.05.2026 z·kaznÌk #8986 - KratochvÌl Jan (Triola a.s.);new;cancel;tarcak;https://rt.i.masterinter.net/Ticket/Display.html?id=811429;"8986";;2026-06-01 08:05:20.000;1;0;0;0;0;0.5000
811398;May usage report for Veeam Backup & Replication;new;veeam-report;tarcak;https://rt.i.masterinter.net/Ticket/Display.html?id=811398;;;2026-06-01 08:05:54.000;0;0;1;0;0;0.0000
811142;Fwd: [Ticket#2026052728000448] Nahl·senie rozsiahleho supply chain rizika;resolved;csirt;hrncir;https://rt.i.masterinter.net/Ticket/Display.html?id=811142;;;2026-06-01 08:06:00.000;1;0;0;0;0;0.0000
802081;(admin.masterdc.com CID#8987) P¯Ìstup na rt z IDC;resolved;support;zidek;https://rt.i.masterinter.net/Ticket/Display.html?id=802081;"8987";;2026-06-01 08:06:30.000;0;1;0;0;0;0.0333
806737;P¯id·nÌ subnetu do BGP. ;resolved;support;zidek;https://rt.i.masterinter.net/Ticket/Display.html?id=806737;"7555";;2026-06-01 08:06:52.000;0;1;0;0;0;0.0333
810474;(admin.masterdc.com CID#7026) ⁄prava vhost pro domÈny aihub.kokiska.cz a aihub-test.kokiska.cz;resolved;support;ryska;https://rt.i.masterinter.net/Ticket/Display.html?id=810474;"7026";"68948";2026-06-01 08:09:04.000;0;0;1;0;0;0.2500
811398;May usage report for Veeam Backup & Replication;new;veeam-report;tarcak;https://rt.i.masterinter.net/Ticket/Display.html?id=811398;;;2026-06-01 08:09:07.000;1;0;0;0;0;0.5000
811465;MAI Alert System: Detected duplicate address lo1.sl526p.r1-1.dc1.4d.prg.masterinter.net;resolved;noc;zidek;https://rt.i.masterinter.net/Ticket/Display.html?id=811465;;;2026-06-01 08:15:30.000;1;0;0;0;0;0.0000
811465;MAI Alert System: Detected duplicate address lo1.sl526p.r1-1.dc1.4d.prg.masterinter.net;resolved;noc;zidek;https://rt.i.masterinter.net/Ticket/Display.html?id=811465;;;2026-06-01 08:15:32.000;0;0;1;0;0;0.0000
811296;(admin.masterdc.com CID#5066) Defguard pro copywriters;resolved;support;machovec;https://rt.i.masterinter.net/Ticket/Display.html?id=811296;"5066";;2026-06-01 08:16:20.000;0;1;0;0;0;0.0833
811465;MAI Alert System: Detected duplicate address lo1.sl526p.r1-1.dc1.4d.prg.masterinter.net;resolved;noc;zidek;https://rt.i.masterinter.net/Ticket/Display.html?id=811465;;;2026-06-01 08:16:28.000;1;0;0;0;0;0.0000
811225;[csirt-cz] [Alert] Zranitelnost LPE v j·d¯e Linux CIFSwitch;resolved;csirt;belousov;https://rt.i.masterinter.net/Ticket/Display.html?id=811225;;;2026-06-01 08:16:54.000;1;0;0;0;0;1.0000
810834;V grafanÏ v node export dashboardu nejsou vidÏt worker nodes pro stack2;resolved;support;belousov;https://rt.i.masterinter.net/Ticket/Display.html?id=810834;"6790";;2026-06-01 08:18:34.000;1;0;0;0;0;0.5000
811236;PROBLEM Service Alert: d1561/https is CRITICAL;resolved;support;belousov;https://rt.i.masterinter.net/Ticket/Display.html?id=811236;"2522";;2026-06-01 08:20:10.000;0;1;0;0;0;0.0000
811465;MAI Alert System: Detected duplicate address lo1.sl526p.r1-1.dc1.4d.prg.masterinter.net;resolved;noc;zidek;https://rt.i.masterinter.net/Ticket/Display.html?id=811465;;;2026-06-01 08:20:51.000;1;0;0;0;0;0.0000
811288;PROBLEM Service Alert:  cloud-1681/nrpe_disk is CRITICAL (;resolved;support;machovec;https://rt.i.masterinter.net/Ticket/Display.html?id=811288;"5066";;2026-06-01 08:23:37.000;0;1;0;0;0;0.5000
811360;Alarm alarm.DatastoreDiskUsageAlarm on Datastore : Nakivo-vSAN5-36096 is Critical;resolved;support;machovec;https://rt.i.masterinter.net/Ticket/Display.html?id=811360;;;2026-06-01 08:24:07.000;1;0;0;0;0;0.0167
811309;databreakers/ssl_validation_dtb.cm +webui.notebook.dtb.cm is CRITICAL;resolved;support;machovec;https://rt.i.masterinter.net/Ticket/Display.html?id=811309;"8446";;2026-06-01 08:25:26.000;1;0;0;0;0;0.0000
807327;Nelze naËÌst web blockspamcalls.cz;resolved;support;maska;https://rt.i.masterinter.net/Ticket/Display.html?id=807327;;;2026-06-01 08:25:51.000;0;1;0;0;0;0.0000
810807;(admin.masterdc.com CID#5066) Gitlab access denied;resolved;support;machovec;https://rt.i.masterinter.net/Ticket/Display.html?id=810807;"5066";;2026-06-01 08:26:24.000;1;0;0;0;0;0.0000
